Time :2017-02-26 21:49:35.432,Couples: 20441026,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20441026,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20441026,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20181027,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20181027,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20181027,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20291028,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20291028,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20201029,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20331031,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20331031,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20301032,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20301032,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20401033,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20401033,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20401033,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20451034,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20451034,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20451034,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20191039,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20191039,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20211040,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20211040,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20251001,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20251001,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20261004,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20261004,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20051009,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20051009,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20351014,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20221016,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20271023,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20311024,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20311024,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20321027,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20321027,Exchanged Gift :144
Time :2017-02-26 21:49:35.432,Couples: 20381039,Exchanged Gift :113
Time :2017-02-26 21:49:35.432,Couples: 20381039,Exchanged Gift :144
